iter	Passed	Remaining
905	11690	1212
906	11701	1199
907	11712	1186
908	11724	1173
909	11735	1160
910	11746	1147
911	11757	1134
912	11770	1121
913	11782	1108
914	11793	1095
915	11804	1082
916	11817	1069
917	11829	1056
918	11842	1043
919	11854	1030
920	11870	1018
921	11886	1005
922	11900	992
923	11914	980
924	11927	967
925	11940	954
926	11952	941
927	11965	928
928	11976	915
929	11988	902
930	12000	889
931	12012	876
932	12023	863
933	12035	850
934	12047	837
935	12062	824
936	12075	811
937	12087	798
938	12099	785
939	12115	773
940	12129	760
941	12143	747
942	12158	734
943	12174	722
944	12190	709
945	12202	696
946	12215	683
947	12227	670
948	12238	657
949	12249	644
950	12260	631
951	12273	618
952	12284	605
953	12296	592
954	12310	580
955	12322	567
956	12334	554
957	12346	541
958	12360	528
959	12373	515
960	12386	502
961	12397	489
962	12409	476
963	12422	463
964	12435	451
965	12447	438
966	12459	425
967	12472	412
968	12484	399
969	12495	386
970	12507	373
971	12520	360
972	12535	347
973	12547	334
974	12559	322
975	12572	309
976	12586	296
977	12598	283
978	12609	270
979	12622	257
980	12634	244
981	12646	231
982	12657	218
983	12670	206
984	12683	193
985	12695	180
986	12706	167
987	12717	154
988	12728	141
989	12739	128
990	12750	115
991	12762	102
992	12773	90
993	12784	77
994	12796	64
995	12807	51
996	12818	38
997	12833	25
998	12847	12
999	12860	0
